perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	662.945613	285.74285714285713	nan	3089.2428571428572
perf	1	70	4096	5	120	8	1	1	710.006539	315.59999999999997	nan	86534.41428571429
perf	1	7	2048	1	8	8	1	1	nan	nan	nan	nan
perf	1	7	2048	1	8	8	1	1	1497.107291	68.87142857142858	nan	1367.9714285714285
perf	1	70	2048	2	8	8	1	1	553.765808	237.25714285714284	nan	3698.3142857142857
perf	1	70	2048	2	8	8	1	1	556.668686	238.51428571428573	nan	3679.028571428571
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	556.008036	238.21428571428572	nan	3683.4
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	2	70	4096	5	120	8	1	1	nan	nan	nan	nan
perf	2	70	4096	5	120	8	1	1	nan	nan	nan	nan
perf	1	70	4096	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	4096	2	8	8	1	1	629.397186	279.7857142857143	nan	6507.814285714287
perf	1	70	4096	2	8	8	1	1	631.430585	280.6857142857143	nan	6486.857142857143
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	2048	2	8	8	1	1	nan	nan	nan	nan
perf	1	70	4096	5	120	8	1	1	nan	nan	nan	nan
perf	1	70	4096	5	120	8	1	1	nan	nan	nan	nan
perf	1	70	4096	5	120	8	1	1	nan	nan	nan	nan
perf	1	70	4096	2	8	8	1	1	nan	nan	nan	nan
perf	2	70	4096	1	8	8	1	1	87.527513	38.94285714285714	nan	23398.35714285714
perf	2	70	4096	4	64	8	1	1	386.627948	171.8857142857143	nan	42376.65714285715
perf	2	70	4096	4	256	8	1	1	nan	nan	nan	nan
perf	2	70	4096	4	256	8	1	1	nan	nan	nan	nan
perf	2	70	4096	4	256	8	1	1	581.884305	258.6857142857143	nan	112627.2
